"pb","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"2",183.25,98.3333333333333,69.7399527186761,1178.69342147065,253,112,141,189.5,179.166666666667,195.833333333333,170.5,2331,458,31,72.2116827700723,966,146,868,254
"1",278.333333333333,104.333333333333,72.960372960373,884.033456106245,355,212,143,271.333333333333,278.166666666667,290.833333333333,268.5,1465,365,0,108.206685971222,643,3,204,448
"1",235.791666666667,115.916666666667,71.5534979423868,1229.46003176068,317,155,162,241.833333333333,235.166666666667,249.5,222.333333333333,1585,239,20,67.1274009181139,695,86,397,201
"2",252.541666666667,92.0833333333333,72.50656167979,883.29402428259,317,190,127,256.333333333333,252,261.166666666667,243,2755,456,49,63.105460075016,1270,174,672,391
"1",270.916666666667,112.666666666667,73.6383442265795,925.112605758528,353,200,153,264.333333333333,269.5,284,261.5,1388,316,0,100.984467660724,610,8,212,385
"2",254.791666666667,76.75,73.0952380952381,811.132298740844,307,202,105,258,253.333333333333,262.833333333333,246.666666666667,4857,842,96,54.4586844533405,2112,377,1127,941
"2",249.416666666667,63.1666666666667,64.4557823129252,1115.15048583615,298,200,98,255.833333333333,243.5,257.833333333333,237.666666666667,2608,391,52,53.6819519393613,989,172,533,304
"2",243.833333333333,68.5,64.018691588785,1195.50927400938,297,190,107,248.833333333333,237.666666666667,252.5,231.5,2529,379,50,52.8389173523374,995,172,904,295
"1",271.166666666667,111,73.5099337748344,910.627489285506,352,201,151,264.666666666667,269.5,284.166666666667,261.833333333333,1334,318,1,102.809866095606,615,8,202,366
"1",258.833333333333,93,73.2283464566929,853.158125952503,328,201,127,261.5,263.5,269.5,249.666666666667,2217,374,34,65.9647351393776,994,135,297,283
"2",249.625,85.75,72.0588235294118,867.631310470692,310,191,119,252.5,249.166666666667,258.5,241,2778,450,33,61.8549220810824,1233,135,593,470
"2",250.583333333333,93,71.5384615384615,967.384790728763,316,186,130,254.333333333333,248.666666666667,259.666666666667,241,2913,478,48,62.8110529959429,1334,175,667,436
"1",266.583333333333,108,72.972972972973,897.682200633015,346,198,148,260.5,264.5,279.166666666667,257.5,1164,282,1,103.668831065073,542,9,157,325
"2",254.958333333333,79.0833333333333,72.5535168195719,818.384865377402,310,201,109,257.5,254.5,263.333333333333,246.666666666667,5142,802,86,50.9524924602191,2116,402,1169,1003
"1",266.458333333333,96.0833333333333,72.2431077694235,843.816635976985,338,205,133,265.5,273.333333333333,278.666666666667,258.5,1407,286,4,90.3241824738927,642,20,138,385
"2",253.541666666667,85.75,69.7154471544715,1009.37837155831,318,195,123,256.666666666667,253.333333333333,263.666666666667,242.833333333333,2135,312,49,50.0698668972192,855,175,541,407
"1",256.541666666667,101.083333333333,73.7834549878345,827.223816402938,328,191,137,257.666666666667,260.333333333333,266.666666666667,248.666666666667,1183,256,3,89.9357407468994,552,22,129,96
"1",227.875,107.416666666667,73.5730593607306,872.854512504805,302,156,146,224.5,222,238.5,218.833333333333,1045,269,1,108.037982067489,508,8,318,48
"2",255.333333333333,78.5,74.0566037735849,744.779812895711,309,203,106,258.166666666667,255.833333333333,263.833333333333,247.5,4175,686,86,51.7566723792106,1712,329,879,965
"2",252.708333333333,80.4166666666667,71.8005952380952,877.356135146263,309,197,112,256.166666666667,251.833333333333,261.166666666667,243.833333333333,2874,461,47,61.7418115741576,1315,169,684,451
"2",256.833333333333,76.5,71.4953271028037,842.97453141009,311,204,107,261.166666666667,257.333333333333,265.833333333333,248.166666666667,2710,426,55,61.5435438766431,1223,178,693,402
"1",262.166666666667,104.666666666667,73.1934731934732,870.823365174209,338,195,143,262.666666666667,259.166666666667,273.833333333333,254.166666666667,1075,248,3,97.553790049661,486,16,123,72
"2",248.916666666667,97.3333333333333,71.5686274509804,968.324075478615,318,182,136,252.5,248,259.166666666667,239.333333333333,2869,466,48,65.5007070690169,1340,162,708,400
"1",238.416666666667,92.3333333333333,73.2804232804233,849.286688220108,302,176,126,240.5,239.333333333333,248.333333333333,229.833333333333,1887,298,32,59.9654200365858,803,119,398,309
"2",231.666666666667,91.6666666666667,72.7513227513228,885.317953499125,295,169,126,235.333333333333,231.5,241.333333333333,222.666666666667,2140,342,35,58.7299097143737,917,122,425,381
"2",247.125,84.9166666666667,76.5015015015015,684.279647778331,303,192,111,249.666666666667,247.833333333333,255.333333333333,239.833333333333,2839,417,52,53.0031776791562,1140,191,607,592
"2",257.958333333333,82.25,73.4375,801.549162937658,316,204,112,260.333333333333,260.5,267.166666666667,249.333333333333,3061,512,42,60.815740887868,1400,181,306,528
"1",251.083333333333,102.666666666667,73.3333333333333,798.530847964883,326,186,140,250.666666666667,258.166666666667,262.333333333333,242.5,1860,399,6,87.1794871794872,767,28,160,592
"2",254.041666666667,75.25,70.3271028037383,883.036685466005,308,201,107,258.166666666667,252.833333333333,262.833333333333,245.166666666667,3002,466,50,60.2564748348868,1354,188,753,473
"2",248.833333333333,81.6666666666667,74.2424242424242,735.877130718948,304,194,110,251.333333333333,249,256.833333333333,241.333333333333,3603,603,61,55.2205249540877,1548,260,768,713
"1",264.25,94.3333333333333,72.5641025641026,814.499288464447,333,203,130,263.666666666667,270.333333333333,275.666666666667,256.5,1901,342,13,77.5987021444033,869,56,159,521
"1",266.916666666667,97.3333333333333,72.636815920398,847.143149149844,338,204,134,266.333333333333,273.666666666667,279,258.5,1645,331,9,81.4954095785386,742,36,162,457
"1",266.083333333333,97.5,71.6911764705882,859.395488736476,339,203,136,265.5,273.5,278.333333333333,257.5,1843,328,13,75.0832373324634,804,54,175,518
"1",265.25,111.666666666667,73.4649122807018,896.077309976402,346,194,152,259,263.333333333333,277.333333333333,255.5,1537,350,0,104.351175148081,691,10,219,426
"1",268.75,100.666666666667,71.9047619047619,914.156342307933,344,204,140,262.166666666667,276.5,282,259.666666666667,1241,287,2,100.10736791739,530,9,142,348
"2",256.25,83.6666666666667,77.4691358024692,670.989770955767,311,203,108,258.666666666667,258.666666666667,264.5,249.166666666667,4263,584,100,42.8908948942027,1534,419,892,1119
"2",247.333333333333,74.8333333333333,66.2241887905605,1086.13855916129,305,192,113,251.166666666667,243.5,256.333333333333,236.666666666667,2538,363,58,51.9279874970963,1015,194,622,310
"1",271.041666666667,120.25,74.6894409937888,912.404000761757,358,197,161,270,269,284.166666666667,262.166666666667,1818,437,1,101.90705573032,815,15,291,444
"2",246.583333333333,92.3333333333333,69.9494949494949,1076.99779128104,315,183,132,251.166666666667,247.5,258.166666666667,234.5,2149,337,38,54.8417891229865,912,161,530,370
"2",244.166666666667,66.6666666666667,64.1025641025641,1198.92628731888,296,192,104,250.833333333333,237.333333333333,253.166666666667,231.333333333333,2546,389,49,52.9872632390857,977,164,878,297
"1",273.333333333333,105.333333333333,71.6553287981859,947.084841484488,352,205,147,266.5,271.833333333333,286.666666666667,263.333333333333,1280,304,0,110.934142233705,596,3,160,377
"2",255.458333333333,74.25,71.3942307692308,862.200760562847,307,203,104,259.5,253.5,264,246.833333333333,4356,759,88,55.8053282978648,1925,327,1021,854
"2",247.458333333333,87.4166666666667,72.2451790633609,882.006579374897,309,188,121,250.333333333333,246.333333333333,256.5,238.5,2730,432,29,62.5361340896674,1187,118,558,466
"2",255.75,66.3333333333333,67.003367003367,981.302473987784,305,206,99,260.666666666667,252.833333333333,264.333333333333,246.166666666667,2900,430,60,52.6717858926838,1135,202,650,585
"2",257.333333333333,81,73.6363636363636,794.10708384075,313,203,110,259.5,258.833333333333,266,249,3519,569,48,58.8357853828027,1566,213,808,616
"1",278.791666666667,103.416666666667,72.8286384976526,845.968603901988,355,213,142,272.5,278.666666666667,290.833333333333,269.333333333333,1520,393,0,109.88989619526,716,7,162,474
"1",229,116.5,72.360248447205,1102.68267915529,309,148,161,232.333333333333,228.666666666667,241.666666666667,217.666666666667,1299,225,11,75.2458471664624,569,56,343,130
"1",263.208333333333,93.9166666666667,73.3723958333333,805.508967653183,331,203,128,263.333333333333,269.166666666667,274.333333333333,255.166666666667,2074,332,16,75.6099615549347,948,64,171,269
"1",232.875,117.916666666667,76.0752688172043,807.387763097757,311,156,155,240.666666666667,227,242.5,224.166666666667,842,171,4,90.7302169836295,345,24,268,50
"2",257.791666666667,80.9166666666667,76.3364779874214,704.356035143041,311,205,106,260.5,259.833333333333,266.333333333333,250.5,4277,634,92,46.9944939232477,1616,372,890,1098
"1",231.708333333333,115.75,75.6535947712418,750.895929519995,310,157,153,238.5,227.666666666667,240.666666666667,223.833333333333,1112,237,3,100.818745722325,473,15,408,41
"2",241.25,101.666666666667,72.6190476190476,1008.48671510608,313,173,140,244.833333333333,241.333333333333,252.5,230.833333333333,2442,374,40,63.9975682805865,1090,131,592,337
"2",252.875,66.0833333333333,65.4290429042904,1043.18676964561,303,202,101,257.5,249,261.666666666667,242.5,2834,424,61,52.9085721231574,1098,195,624,341
"1",267.333333333333,96.8333333333333,72.8070175438596,842.704880222914,338,205,133,266.5,274,279.5,259,1481,303,5,87.1214531339331,675,23,150,411
"1",210.708333333333,105.083333333333,70.0555555555555,1198.00180856847,285,135,150,217.5,201.833333333333,223.166666666667,196.833333333333,1565,256,25,71.0226654869324,640,99,480,147
"2",251.083333333333,95.6666666666667,71.9298245614035,931.478134553632,319,186,133,254.333333333333,250.166666666667,261,241.833333333333,2398,380,38,60.688174654954,1044,138,577,359
"2",259.333333333333,78,71.5596330275229,833.484834713248,316,207,109,262.5,260.666666666667,267.833333333333,250.5,2787,460,67,57.6882942282658,1240,213,735,456
"2",242.666666666667,91.1666666666667,71.7847769028871,939.132417164745,307,180,127,246.5,240.166666666667,251.666666666667,233.5,2775,431,38,62.5262248172675,1221,143,588,453
"1",232.125,117.083333333333,74.1033755274262,971.672644089936,311,153,158,235.166666666667,232.666666666667,243.166666666667,221.833333333333,1066,196,7,81.7389179401098,463,37,288,91
"1",259.958333333333,91.75,73.4,838.683582476223,327,202,125,263,264,270.166666666667,251,2281,380,36,65.8217002085007,1032,139,304,291
"1",275.416666666667,105.5,71.7687074829932,942.393792745931,354,207,147,268.833333333333,274,288.833333333333,265.666666666667,1316,314,0,111.232589664854,584,3,160,395
"2",250.458333333333,85.0833333333333,77.3484848484848,684.390350249879,306,196,110,252.833333333333,252,259,243.166666666667,3459,498,78,46.6902642936182,1311,287,727,820
"2",248.625,83.0833333333333,74.1815476190476,743.800132000282,305,193,112,251.333333333333,248.333333333333,257.166666666667,241.166666666667,3149,525,49,56.5891467268879,1356,215,666,615
"1",261.875,92.4166666666667,73.9333333333333,785.124483470904,328,203,125,262,267.5,272.666666666667,254,2209,350,16,77.3723162444764,1029,62,178,271
"2",261.791666666667,71.75,69.6601941747573,843.277785929657,315,212,103,266.833333333333,262.5,270.833333333333,253.166666666667,3116,472,71,54.2865883094152,1305,239,789,557
"1",228.458333333333,116.416666666667,73.2180293501048,1008.25193761131,308,149,159,231.666666666667,228.833333333333,240,217.666666666667,1167,210,10,78.9827189004691,508,41,309,105
"2",251.083333333333,97.8333333333333,71.9362745098039,997.914491994847,323,187,136,255.5,253.5,262.666666666667,240.166666666667,2139,340,36,59.2271379970317,932,145,545,326
"2",248.708333333333,68.25,65,1106.48056576889,301,196,105,253,243.833333333333,257.333333333333,237.666666666667,2745,418,61,53.4042731860605,1066,189,605,316
"1",259.5,111.833333333333,73.5745614035088,907.293678023725,340,188,152,253.666666666667,256.5,271.5,250.5,1511,347,1,102.659174150736,682,9,255,405
"2",248.291666666667,85.75,75.8849557522124,726.904499583784,305,192,113,250.833333333333,249.166666666667,257,240.5,2333,344,32,60.9517740063652,984,120,517,414
"2",259.208333333333,73.5833333333333,70.7532051282051,838.954526163187,311,207,104,264.5,259.666666666667,268,250.833333333333,2837,456,57,60.4083850301697,1243,191,735,432
"2",245.166666666667,73.3333333333333,65.4761904761905,1149.769410347,302,190,112,249,240.166666666667,253.833333333333,233.5,2511,352,54,51.8448786268249,988,188,600,304
"1",252.916666666667,97.8333333333333,74.1161616161616,836.343049812514,321,189,132,254.333333333333,255.166666666667,263.166666666667,244.5,1313,280,5,87.8668440551743,609,27,323,116
"2",240.666666666667,97.1666666666667,71.9753086419753,953.78035715618,309,174,135,243.666666666667,240,250.833333333333,231.333333333333,2513,391,41,61.5362410935742,1126,145,592,373
"2",259.375,83.4166666666667,73.172514619883,816.902408770194,320,206,114,262,262.5,268.666666666667,250.333333333333,2702,467,59,60.3909485782025,1241,205,381,405
"2",252.791666666667,71.75,68.9903846153846,932.118392142166,305,201,104,257.333333333333,251.666666666667,262,243.5,2930,441,68,53.6841809781488,1210,220,719,532
"2",250.375,68.25,66.2621359223301,1028.48631051127,302,199,103,254.666666666667,246.833333333333,259,240.166666666667,2834,427,62,53.0068434247647,1116,200,641,336
"1",242.833333333333,106.333333333333,71.8468468468468,1077.52522293476,318,170,148,246.833333333333,242,254.833333333333,231.666666666667,2071,314,30,65.2687302950204,909,103,485,286
"1",277.708333333333,118.25,73.4472049689441,1009.37837155831,365,204,161,276.166666666667,278,292.166666666667,267,1815,388,2,99.4434213204255,811,14,244,454
"1",255.666666666667,100.833333333333,71.5130023640662,1114.23298798553,329,188,141,260.666666666667,257,268,243.333333333333,1968,325,31,60.1375833037863,871,131,486,301
"1",246.375,102.916666666667,69.5382882882883,1057.25308744363,319,171,148,249,248,257.833333333333,237.666666666667,1521,253,13,73.872192808515,705,54,355,184
"1",263.791666666667,97.0833333333333,72.4502487562189,827.773117063687,336,202,134,265,271,275.333333333333,255.666666666667,1894,279,22,62.0207671909468,791,94,190,555
"2",255.625,77.25,70.8715596330275,844.803635064494,311,202,109,259.833333333333,256.5,264.666666666667,247.166666666667,2683,419,55,61.7924134015181,1220,176,682,397
"2",242.333333333333,69.3333333333333,63.6085626911315,1194.36809716065,297,188,109,248.166666666667,236.5,251.333333333333,230.166666666667,2654,399,58,53.4805712188765,1032,183,591,298
"2",247.25,96.3333333333333,71.8905472636816,975.961064797157,318,184,134,251.5,250,258.333333333333,236.666666666667,2205,347,38,58.1641910041346,952,153,563,342
"1",234.416666666667,116.333333333333,69.6606786427146,1386.26924666258,319,152,167,241.666666666667,233.833333333333,250.166666666667,219.166666666667,1558,235,24,64.0877711480063,678,92,395,208
"2",250.583333333333,90.6666666666667,73.7127371273713,833.348484710746,316,193,123,253.5,253.166666666667,260,241.333333333333,2533,409,45,62.9620707327839,1152,165,329,345
"1",247.583333333333,90.8333333333333,73.252688172043,826.227278145375,312,188,124,249,250.666666666667,257.5,238.833333333333,1890,285,20,65.9619455576817,810,96,429,302
"2",254.416666666667,90.1666666666667,68.3080808080808,1154.99573657878,323,191,132,259,254.833333333333,267,242,2128,348,33,56.100928476368,923,160,515,373
"2",257.25,87.8333333333333,73.1944444444444,841.940399531723,320,200,120,260.166666666667,259.166666666667,266.5,248,2621,444,51,62.4331292948219,1213,179,341,368
"2",252.666666666667,64.1666666666667,64.8148148148148,1059.659750995,302,203,99,258.666666666667,247.5,261,241.666666666667,2710,407,56,53.4266422407583,1029,180,571,319
